type,mean_1,stddev_1,mean_2,stddev_2,results,time,age,gender,smoker,background,date,condition,experiment,ID
Experiment,0.0,0.04,0.0,0.1,3,9.585,19,gender_male,smoker_no,Electrical Engineering,2018Jan16,T2,,111
Diversion,0.4,0.1,0.4,0.3,5,6.072,19,gender_male,smoker_no,Electrical Engineering,2018Jan16,T2,,111
Experiment,-0.2,0.3,-0.2,0.1,3,6.874,19,gender_male,smoker_no,Electrical Engineering,2018Jan16,T2,,111
Control,0.4,0.1,-0.3,0.1,2,8.901,19,gender_male,smoker_no,Electrical Engineering,2018Jan16,T2,,111
Experiment,0.0,0.3,0.0,0.1,2,8.462,19,gender_male,smoker_no,Electrical Engineering,2018Jan16,T2,,111
Experiment,0.0,0.04,0.0,0.1,2,9.906,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Diversion,0.0,0.1,0.0,0.3,5,4.755,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.1,0.04,0.1,0.1,3,8.874,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.3,0.3,0.3,0.1,1,14.562,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,-0.4,0.3,-0.4,0.1,2,15.939,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.0,0.3,0.0,0.1,1,6.723,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,-0.4,0.04,-0.4,0.1,2,11.498,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Diversion,0.0,0.1,0.0,0.3,5,9.34,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,-0.1,0.04,-0.1,0.1,2,5.665,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.4,0.3,0.4,0.1,1,5.076,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Control,0.0,0.1,0.4,0.1,2,6.571,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.0,0.3,0.0,0.1,1,6.473,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.2,0.3,0.2,0.1,0,0.0,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,-0.1,0.3,-0.1,0.1,2,7.601,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.2,0.04,0.2,0.1,2,11.992,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,-0.2,0.04,-0.2,0.1,2,9.5,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,-0.3,0.04,-0.3,0.1,3,7.515,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.1,0.3,0.1,0.1,1,5.508,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Diversion,0.0,0.1,0.0,0.3,5,18.025,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Control,0.0,0.1,0.4,0.1,2,13.77,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.0,0.04,0.0,0.1,3,15.053,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Control,0.0,0.1,0.4,0.1,3,7.964,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,-0.3,0.3,-0.3,0.1,3,10.731,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Control,0.0,0.1,0.4,0.1,2,14.066,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.3,0.04,0.3,0.1,1,12.606,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Control,0.0,0.1,0.4,0.1,3,6.144,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.4,0.04,0.4,0.1,2,16.164,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,-0.2,0.3,-0.2,0.1,3,9.411,19,gender_male,smoker_no,Information Systems,2018Jan16,T2,,112
Experiment,0.3,0.04,0.3,0.1,4,4.844,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,0.4,0.04,0.4,0.1,4,6.683,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,0.4,0.3,0.4,0.1,3,4.949,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,0.2,0.3,0.2,0.1,2,4.742,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,0.3,0.3,0.3,0.1,2,4.393,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,0.1,0.04,0.1,0.1,4,6.066,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,0.2,0.04,0.2,0.1,3,5.272,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,-0.4,0.04,-0.4,0.1,3,6.046,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,-0.2,0.3,-0.2,0.1,3,5.407,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Control,0.4,0.1,-0.4,0.1,2,5.147,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Control,0.4,0.1,-0.4,0.1,3,5.469,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Diversion,0.4,0.1,0.4,0.3,5,3.111,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,0.1,0.3,0.1,0.1,2,5.839,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Control,0.4,0.1,-0.4,0.1,2,5.606,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,0.0,0.3,0.0,0.1,2,3.932,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,-0.1,0.3,-0.1,0.1,3,5.123,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,-0.3,0.3,-0.3,0.1,2,7.555,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,-0.2,0.04,-0.2,0.1,3,8.671,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Control,0.4,0.1,-0.4,0.1,3,5.274,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,0.0,0.04,0.0,0.1,3,7.72,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Diversion,0.4,0.1,0.4,0.3,5,4.268,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,-0.1,0.04,-0.1,0.1,3,5.422,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Diversion,0.4,0.1,0.4,0.3,5,3.005,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,-0.4,0.3,-0.4,0.1,2,6.486,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,-0.3,0.04,-0.3,0.1,3,6.348,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,0.0,0.04,0.0,0.1,3,4.201,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Control,0.4,0.1,-0.4,0.1,3,5.906,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Experiment,0.0,0.3,0.0,0.1,2,7.091,25,gender_male,smoker_no,PG,2018Jan16,T2,,113
Diversion,-0.2,0.1,-0.2,0.3,5,3.934,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.4,0.3,0.4,0.1,3,5.398,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,-0.2,0.3,-0.2,0.1,4,8.823,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,-0.1,0.3,-0.1,0.1,3,5.192,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,-0.3,0.3,-0.3,0.1,3,4.757,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Control,-0.2,0.1,-0.4,0.1,4,5.194,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.2,0.04,0.2,0.1,5,5.986,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.2,0.3,0.2,0.1,3,6.026,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.0,0.3,0.0,0.1,3,8.884,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.3,0.04,0.3,0.1,4,9.51,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.1,0.04,0.1,0.1,3,7.021,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Diversion,-0.2,0.1,-0.2,0.3,5,4.363,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.0,0.04,0.0,0.1,3,11.296,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Control,-0.2,0.1,-0.4,0.1,3,9.121,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,-0.2,0.04,-0.2,0.1,3,6.04,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,-0.4,0.04,-0.4,0.1,3,7.76,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.3,0.3,0.3,0.1,3,12.852,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Control,-0.2,0.1,-0.4,0.1,3,13.57,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Control,-0.2,0.1,-0.4,0.1,4,8.615,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,-0.1,0.04,-0.1,0.1,4,10.31,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Diversion,-0.2,0.1,-0.2,0.3,5,4.638,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.0,0.3,0.0,0.1,3,7.18,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.0,0.04,0.0,0.1,3,9.242,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.1,0.3,0.1,0.1,3,8.879,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,-0.3,0.04,-0.3,0.1,3,8.596,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,0.4,0.04,0.4,0.1,3,5.547,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Experiment,-0.4,0.3,-0.4,0.1,3,6.54,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Control,-0.2,0.1,-0.4,0.1,4,11.351,22,gender_male,smoker_no,Business,2018Jan16,T2,,114
Control,0.0,0.1,0.3,0.1,4,5.211,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Control,0.0,0.1,0.3,0.1,3,5.576,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Diversion,0.0,0.1,0.0,0.3,5,4.257,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.3,0.04,0.3,0.1,4,6.906,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.0,0.04,0.0,0.1,3,5.644,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Diversion,0.0,0.1,0.0,0.3,5,4.695,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.1,0.3,0.1,0.1,4,5.869,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Diversion,0.0,0.1,0.0,0.3,4,6.331,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,-0.4,0.04,-0.4,0.1,3,6.076,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,-0.1,0.04,-0.1,0.1,4,7.889,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.0,0.3,0.0,0.1,3,5.592,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Control,0.0,0.1,0.3,0.1,3,5.479,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Control,0.0,0.1,0.3,0.1,3,6.842,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.2,0.3,0.2,0.1,3,7.199,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,-0.4,0.3,-0.4,0.1,2,7.174,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.0,0.04,0.0,0.1,3,4.642,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.4,0.04,0.4,0.1,3,6.248,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.1,0.04,0.1,0.1,3,7.778,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.3,0.3,0.3,0.1,3,6.065,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.2,0.04,0.2,0.1,3,8.04,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,-0.2,0.04,-0.2,0.1,3,6.426,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,-0.3,0.04,-0.3,0.1,3,7.959,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.4,0.3,0.4,0.1,3,8.118,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,0.0,0.3,0.0,0.1,3,7.105,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,-0.1,0.3,-0.1,0.1,3,11.372,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,-0.2,0.3,-0.2,0.1,3,8.002,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,-0.3,0.3,-0.3,0.1,3,8.879,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Control,0.0,0.1,0.3,0.1,4,7.521,24,gender_male,smoker_no,Mechanical engineering and Finance,2018Jan16,T2,,115
Experiment,-0.3,0.3,-0.3,0.1,2,8.929,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,-0.4,0.04,-0.4,0.1,3,11.67,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Control,0.3,0.1,0.0,0.1,2,13.686,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.4,0.04,0.4,0.1,3,14.837,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Control,0.3,0.1,0.0,0.1,4,12.433,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,-0.2,0.3,-0.2,0.1,4,13.791,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.4,0.3,0.4,0.1,2,15.754,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,-0.4,0.3,-0.4,0.1,3,12.171,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.2,0.3,0.2,0.1,4,12.632,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,-0.1,0.04,-0.1,0.1,3,12.006,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Control,0.3,0.1,0.0,0.1,2,12.918,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,-0.1,0.3,-0.1,0.1,3,8.711,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.1,0.3,0.1,0.1,4,12.87,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.0,0.3,0.0,0.1,4,14.106,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,-0.2,0.04,-0.2,0.1,4,16.572,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Diversion,0.3,0.1,0.3,0.3,5,7.002,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Control,0.3,0.1,0.0,0.1,4,8.473,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Diversion,0.3,0.1,0.3,0.3,5,5.624,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.0,0.04,0.0,0.1,3,8.548,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.3,0.04,0.3,0.1,4,10.143,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Control,0.3,0.1,0.0,0.1,3,6.48,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.2,0.04,0.2,0.1,4,8.372,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.0,0.04,0.0,0.1,4,6.62,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.0,0.3,0.0,0.1,3,9.215,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.1,0.04,0.1,0.1,4,9.614,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Diversion,0.3,0.1,0.3,0.3,5,3.786,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,-0.3,0.04,-0.3,0.1,2,12.086,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Experiment,0.3,0.3,0.3,0.1,3,7.27,22,gender_male,smoker_no,Exercise Physiology,2018Jan16,T2,,116
Control,0.3,0.1,0.4,0.1,2,12.23,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Control,0.3,0.1,0.4,0.1,4,13.172,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.2,0.3,0.2,0.1,2,11.623,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.3,0.3,0.3,0.1,2,12.26,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.2,0.04,0.2,0.1,4,10.041,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,-0.2,0.04,-0.2,0.1,4,12.858,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.0,0.04,0.0,0.1,4,11.639,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.1,0.3,0.1,0.1,4,16.874,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,-0.2,0.3,-0.2,0.1,3,17.689,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,-0.4,0.3,-0.4,0.1,3,17.351,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.0,0.04,0.0,0.1,4,10.548,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.0,0.3,0.0,0.1,3,12.629,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.3,0.04,0.3,0.1,4,10.821,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Control,0.3,0.1,0.4,0.1,3,14.834,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Diversion,0.3,0.1,0.3,0.3,5,6.91,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.4,0.3,0.4,0.1,3,12.913,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.1,0.04,0.1,0.1,4,11.218,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,-0.4,0.04,-0.4,0.1,3,11.345,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,-0.3,0.04,-0.3,0.1,4,10.435,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,-0.1,0.3,-0.1,0.1,3,8.897,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Diversion,0.3,0.1,0.3,0.3,5,5.502,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Control,0.3,0.1,0.4,0.1,3,9.215,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Control,0.3,0.1,0.4,0.1,4,10.631,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Diversion,0.3,0.1,0.3,0.3,5,7.306,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.0,0.3,0.0,0.1,3,10.418,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.4,0.04,0.4,0.1,4,12.318,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,-0.3,0.3,-0.3,0.1,2,12.329,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,-0.1,0.04,-0.1,0.1,3,11.17,21,gender_male,smoker_no,Actuarial Studies,2018Jan16,T2,,117
Experiment,0.2,0.3,0.2,0.1,3,6.582,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,-0.1,0.3,-0.1,0.1,2,11.526,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Control,0.0,0.1,-0.3,0.1,2,9.191,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Control,0.0,0.1,-0.3,0.1,2,8.998,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,-0.2,0.04,-0.2,0.1,2,7.016,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,-0.2,0.3,-0.2,0.1,2,6.176,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,0.1,0.3,0.1,0.1,3,6.006,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,-0.4,0.3,-0.4,0.1,2,6.058,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Diversion,0.0,0.1,0.0,0.3,5,5.509,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,-0.4,0.04,-0.4,0.1,2,5.714,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,-0.3,0.3,-0.3,0.1,2,6.986,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Control,0.0,0.1,-0.3,0.1,3,5.973,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Control,0.0,0.1,-0.3,0.1,3,4.307,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,0.0,0.3,0.0,0.1,2,7.142,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,0.0,0.04,0.0,0.1,2,5.28,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,0.0,0.04,0.0,0.1,2,4.125,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,0.1,0.04,0.1,0.1,3,4.728,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,-0.3,0.04,-0.3,0.1,2,6.722,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Diversion,0.0,0.1,0.0,0.3,5,3.686,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,0.2,0.04,0.2,0.1,3,5.151,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,0.3,0.3,0.3,0.1,2,6.173,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,-0.1,0.04,-0.1,0.1,2,4.843,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,0.3,0.04,0.3,0.1,2,6.434,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,0.4,0.04,0.4,0.1,2,5.813,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Control,0.0,0.1,-0.3,0.1,1,4.826,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Diversion,0.0,0.1,0.0,0.3,5,3.569,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,0.0,0.3,0.0,0.1,2,3.298,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Experiment,0.4,0.3,0.4,0.1,2,5.581,20,gender_female,smoker_no,Commerce,2018Jan16,T2,,118
Diversion,-0.1,0.1,-0.1,0.3,5,3.299,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Control,-0.1,0.1,-0.2,0.1,4,7.946,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.1,0.3,0.1,0.1,2,5.247,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.2,0.04,0.2,0.1,3,5.506,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.3,0.04,0.3,0.1,4,9.694,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,-0.3,0.04,-0.3,0.1,4,8.313,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,-0.1,0.3,-0.1,0.1,5,6.35,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Control,-0.1,0.1,-0.2,0.1,3,4.696,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,-0.4,0.3,-0.4,0.1,3,6.173,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.3,0.3,0.3,0.1,2,5.585,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Control,-0.1,0.1,-0.2,0.1,2,6.673,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,-0.1,0.04,-0.1,0.1,0,0.0,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,-0.2,0.04,-0.2,0.1,4,3.582,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.2,0.3,0.2,0.1,4,3.896,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,-0.3,0.3,-0.3,0.1,3,3.247,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.0,0.04,0.0,0.1,3,5.125,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Control,-0.1,0.1,-0.2,0.1,3,4.201,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.4,0.3,0.4,0.1,3,5.175,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Diversion,-0.1,0.1,-0.1,0.3,5,3.829,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.0,0.3,0.0,0.1,1,3.177,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.1,0.04,0.1,0.1,4,2.914,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.4,0.04,0.4,0.1,0,0.0,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Control,-0.1,0.1,-0.2,0.1,3,4.511,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,-0.4,0.04,-0.4,0.1,4,2.88,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Diversion,-0.1,0.1,-0.1,0.3,5,6.114,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.0,0.3,0.0,0.1,1,2.824,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,-0.2,0.3,-0.2,0.1,3,4.697,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Experiment,0.0,0.04,0.0,0.1,4,2.081,19,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,119
Control,0.3,0.1,-0.1,0.1,4,10.488,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Control,0.3,0.1,-0.1,0.1,4,6.404,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
